strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
KJ501485	2006-07-18	USA	NV	NV/Churchill	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	39.5809	-118.3358
KJ501385	2004-08-05	USA	MT	MT/Sheridan	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	48.7212	-104.5047
DQ080069	2003-08-01	Mexico	Mexico	Mexico/Tamaulipas	Horse	SW03	Unknown	Unknown	Unknown	Unknown	24.9314	-98.6356
DQ080070	2003-08-01	Mexico	Mexico	Mexico/Sonora	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	29.3524	-111.6824
DQ080063	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ080064	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ080065	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ080067	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ080068	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ080066	2003-08-01	Mexico	Mexico	Mexico/Baja_California	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
KJ501471	2005-08-12	USA	AZ	AZ/Coconino	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.8387	-111.7705
KJ501335	2005-08-19	USA	WI	WI/Dodge	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	43.4163	-88.7075
KJ501323	2003-07-31	USA	MN	MN/Lacqui_Parle	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	44.9955	-96.1734
KJ501349	2003-07-31	USA	ND	ND/Logan	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	46.4574	-99.4775
KJ501297	2003-08-18	USA	MT	MT/Phillips	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	48.2591	-107.9133
KJ501462	2002-09-12	USA	UT	UT/Weber	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	41.2699	-111.9133
KJ501348	2003-09-09	USA	NM	NM/Socorro	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	34.0072	-106.9303
KJ501330	2005-08-25	USA	ND	ND/McLean	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	47.6068	-101.3217
KJ501254	2008-08-21	USA	ND	ND/McLean	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	47.6068	-101.3217
KJ501381	2003-07-30	USA	MN	MN/Lacqui_Parle	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	44.9955	-96.1734
KJ501459	2003-08-01	USA	OK	OK/Payne	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	36.0773	-96.9758
KJ501470	2003-08-05	USA	SD	SD/Day	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	45.3672	-97.6074
KJ501474	2002-09-27	USA	IA	IA/Kossuth	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.2041	-94.2067
KJ501507	2001-08-30	USA	SD	SD/Bennett	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.195	-101.6642
KJ501326	2003-08-06	USA	MT	MT/Sheridan	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	48.7212	-104.5047
KJ501354	2003-09-25	USA	OK	OK/Payne	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	36.0773	-96.9758
KJ501382	2003-08-29	USA	MN	MN/Otter_Tail	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	46.4088	-95.708
KJ501327	2003-08-06	USA	MT	MT/Phillips	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	48.2591	-107.9133
KJ501372	2003-10-09	USA	FL	FL/Seminole	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	28.7174	-81.2363
KJ501350	2003-08-06	USA	ND	ND/Sargent	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	46.1079	-97.6307
KJ501504	2003-08-13	USA	ND	ND/Burleigh	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	46.9775	-100.4688
KJ501467	2002-09-27	USA	MI	MI/Wayne	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.2865	-83.2895
KJ501506	2003-09-30	USA	OK	OK/Payne	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	36.0773	-96.9758
KJ501488	2003-07-23	USA	ND	ND/Stutsman	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	46.9793	-98.9588
KJ501331	2002-09-12	USA	OH	OH/Montgomery	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	39.7546	-84.2906
KJ501256	2009-08-27	USA	ND	ND/Mountrail	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	48.2014	-102.3556
KJ501499	2003-10-02	USA	MD	MD/Prince_George's	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	38.8325	-76.8445
KJ501346	2003-02-10	USA	MO	MO/Holt	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.0946	-95.2164
KJ501376	2002-09-17	USA	OH	OH/Medina	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	41.1176	-81.8997
KJ501322	2002-09-10	USA	MN	MN/Marshall	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	48.3581	-96.3686
KJ501479	2002-09-04	USA	KY	KY/Boone	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	38.97	-84.728
KJ501237	2008-08-08	USA	MN	MN/Lacqui_Parle	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	44.9955	-96.1734
KJ501306	2002-09-27	USA	MI	MI/Lenawee	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.895	-84.0663
KJ501469	2003-08-15	USA	NE	NE/Knox	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.6363	-97.8921
KJ501336	2001-09-07	USA	AL	AL/Calhoun	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	33.7714	-85.8261
KJ501453	2001-10-05	USA	WI	WI/Racine	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.7475	-88.0613
KJ501466	2002-09-20	USA	MI	MI/Lapeer	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.0902	-83.2218
KJ501286	2002-09-27	USA	WI	WI/Milwaukee	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-87.9667
KJ501397	2002-08-23	USA	AL	AL/Madison	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	34.7631	-86.5501
KJ501361	2001-10-05	USA	OH	OH/Knox	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.3988	-82.4215
KJ501274	2001-09-20	USA	OH	OH/Cuyahoga	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.4243	-81.6586
KJ501496	2001-10-10	USA	IL	IL/Cook	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.84	-87.8167
KJ501377	2001-08-23	USA	OH	OH/Allen	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.7715	-84.1058
KJ501454	2001-10-05	USA	WI	WI/Dane	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.0673	-89.4182
KJ501509	2001-11-09	USA	WI	WI/Milwaukee	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-87.9667
KJ501283	2001-10-05	USA	WI	WI/Milwaukee	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-87.9667
KJ501248	2001-09-27	USA	MO	MO/Saint_Louis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	38.6361	-90.2449
KJ501246	2001-09-25	USA	MO	MO/Saint_Louis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	38.6361	-90.2449
KJ501247	2001-09-25	USA	MO	MO/Saint_Louis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	38.6361	-90.2449
KJ501244	2001-09-19	USA	MO	MO/Saint_Louis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	38.6361	-90.2449
KJ501249	2001-10-03	USA	MO	MO/Saint_Louis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	38.6361	-90.2449
DQ080060	2004-08-01	Mexico	Mexico	Mexico/unknown	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	30.2977	-114.9399
DQ983578	2003-08-01	USA	FL	FL/Indian_River	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	27.6393	-80.6822
MG004541	2017-04-26	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.444	-111.71
MG004540	2015-05-12	USA	AZ	AZ/Maricopa	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.3874	-111.79
MG004539	2014-06-10	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.5604	-111.92
MG004538	2015-10-07	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4747	-111.97
MG004537	2014-08-28	USA	AZ	AZ/Maricopa	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.4689	-112.3
MG004536	2016-08-25	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4167	-111.83
MG004535	2014-07-22	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4363	-111.89
MG004534	2016-06-28	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.225	-111.61
MG004533	2014-06-03	USA	AZ	AZ/Maricopa	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	33.2888	-111.83
MG004532	2015-08-05	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4272	-111.83
MG004531	2016-05-11	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.5727	-112.14
MG004530	2016-10-20	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4231	-112.32
MG004529	2014-06-26	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4073	-112.25
MG004528	2015-06-09	USA	AZ	AZ/Maricopa	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.4303	-112.25
KT862844	2011-08-29	USA	TX	TX/Harris	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KT862843	2010-09-08	USA	TX	TX/Harris	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	29.8591	-95.3983
KX547621	2004-09-29	USA	NY	NY/Nassau	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547620	2002-08-29	USA	NY	NY/Jefferson	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	44.0378	-75.9071
KX547619	2002-08-15	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547618	2003-09-25	USA	NY	NY/Ulster	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.8882	-74.2587
KX547617	2003-08-26	USA	NY	NY/Orange	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.402	-74.3058
KX547616	2007-09-20	USA	NY	NY/Kings	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.6451	-73.9492
KX547615	2006-07-26	USA	NY	NY/Suffolk	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547614	2005-07-06	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547613	2003-08-27	USA	NY	NY/Suffolk	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547612	2012-08-21	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547611	2009-08-27	USA	NY	NY/Columbia	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2496	-73.6329
KX547610	2004-08-10	USA	NY	NY/Monroe	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.1463	-77.6973
KX547609	2003-09-25	USA	NY	NY/Albany	Squirrel	WN02	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547608	2009-08-25	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547607	2006-08-28	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547606	2008-08-01	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547605	2004-07-11	USA	NY	NY/Lewis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.7854	-75.4498
KX547604	2013-08-28	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547603	2002-09-20	USA	NY	NY/Saratoga	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.1076	-73.8666
KX547602	2000-09-01	USA	NY	NY/Westchester	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547601	2010-08-09	USA	NY	NY/Nassau	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547600	2010-09-13	USA	NY	NY/Rensselaer	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.7119	-73.5099
KX547599	2005-09-29	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547598	2009-09-03	USA	NY	NY/Dutchess	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.7651	-73.7437
KX547597	2004-09-14	USA	NY	NY/Richmond	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.5807	-74.1533
KX547596	2005-08-11	USA	NY	NY/Suffolk	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547595	2007-08-23	USA	NY	NY/Dutchess	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.7651	-73.7437
KX547594	2013-07-31	USA	NY	NY/Westchester	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547593	2003-09-28	USA	NY	NY/Washington	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.3152	-73.4354
KX547592	2003-08-22	USA	NY	NY/Albany	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547591	2004-09-02	USA	NY	NY/Rockland	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547590	2004-09-09	USA	NY	NY/Queens	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.7206	-73.8194
KX547589	2007-08-24	USA	NY	NY/Queens	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.7206	-73.8194
KX547588	2004-08-27	USA	NY	NY/Kings	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.6451	-73.9492
KX547587	2006-08-03	USA	NY	NY/Suffolk	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547586	2002-09-19	USA	NY	NY/Dutchess	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.7651	-73.7437
KX547585	2009-09-02	USA	NY	NY/Albany	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	42.6002	-73.9736
KX547584	2002-09-06	USA	NY	NY/Chemung	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	42.1422	-76.7607
KX547583	2004-06-04	USA	NY	NY/Suffolk	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547582	2010-07-02	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547581	2003-07-29	USA	NY	NY/Putnam	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.426	-73.7498
KX547580	2008-08-13	USA	NY	NY/Niagara	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.2011	-78.7422
KX547579	2012-07-20	USA	NY	NY/Nassau	Mosquito-Aedes	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547578	2005-10-18	USA	NY	NY/Queens	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.7206	-73.8194
KX547577	2004-07-14	USA	NY	NY/Herkimer	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.4174	-74.9634
KX547576	2011-10-07	USA	NY	NY/Onondaga	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547575	2012-06-20	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547574	2012-07-10	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547573	2003-08-04	USA	NY	NY/Niagara	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.2019	-78.7423
KX547572	2010-07-06	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547571	2005-09-13	USA	NY	NY/Rockland	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547570	2005-09-02	USA	NY	NY/Rockland	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.1522	-74.0234
KX547569	2006-08-09	USA	NY	NY/Chautauqua	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2279	-79.3676
KX547568	2010-08-20	USA	NY	NY/Albany	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547567	2006-08-26	USA	NY	NY/Cortland	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.595	-76.0709
KX547566	2002-07-24	USA	NY	NY/Onondaga	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547565	2013-09-24	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547564	2002-08-19	USA	NY	NY/Suffolk	Bird-crow	NY99	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547563	2006-08-09	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547562	2010-07-27	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547561	2009-09-01	USA	NY	NY/Suffolk	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547560	2005-09-17	USA	NY	NY/Suffolk	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547559	2012-09-11	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547558	2008-09-04	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547557	2009-09-22	USA	NY	NY/Suffolk	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547556	2012-09-06	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547555	2012-07-17	USA	NY	NY/Orange	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.402	-74.3058
KX547554	2002-09-12	USA	NY	NY/Bronx	Bird-other	NY99	Unknown	Unknown	Unknown	Unknown	40.8541	-73.8703
KX547553	2006-09-16	USA	NY	NY/Jefferson	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	44.0378	-75.9071
KX547552	2010-09-16	USA	NY	NY/Kings	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	40.645	-73.949
KX547551	2013-10-03	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547550	2003-09-04	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547549	2003-10-02	USA	NY	NY/Cortland	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.595	-76.0709
KX547548	2014-09-02	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547547	2012-08-23	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547546	2006-09-19	USA	NY	NY/Otsego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.6327	-75.0315
KX547545	2007-09-28	USA	NY	NY/Monroe	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.1463	-77.6961
KX547544	2009-08-26	USA	NY	NY/Onondaga	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547543	2007-09-05	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547542	2004-06-07	USA	NY	NY/Erie	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547541	2009-08-28	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547540	2012-09-27	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547539	2007-08-22	USA	NY	NY/Tompkins	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	42.4516	-76.474
KX547538	2001-08-15	USA	NY	NY/Nassau	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547537	2011-09-27	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547536	2004-06-01	USA	NY	NY/Chautauqua	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2279	-79.3676
KX547535	2007-09-06	USA	NY	NY/Schenectady	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.8181	-74.0585
KX547534	2004-09-29	USA	NY	NY/Erie	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547533	2004-05-20	USA	NY	NY/Cattaraugus	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2484	-78.6795
KX547532	2005-08-01	USA	NY	NY/Suffolk	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547531	2003-08-13	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547530	2005-09-30	USA	NY	NY/Dutchess	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	41.7651	-73.7437
KX547529	2011-08-24	USA	NY	NY/Onondaga	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.007	-76.1945
KX547528	2007-08-24	USA	NY	NY/Queens	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	40.7206	-73.8194
KX547527	2002-10-03	USA	NY	NY/Schenectady	Horse	WN02	Unknown	Unknown	Unknown	Unknown	42.8181	-74.0585
KX547526	2003-09-05	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547525	2002-09-02	USA	NY	NY/Montgomery	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.901	-74.4403
KX547524	2013-08-21	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547523	2005-07-16	USA	NY	NY/Albany	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.6002	-73.973
KX547522	2009-08-10	USA	NY	NY/Nassau	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.7511	-73.5905
KX547521	2005-08-18	USA	NY	NY/Schuyler	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.3945	-76.8751
KX547520	2012-09-11	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547519	2000-09-01	USA	NY	NY/Westchester	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547518	2009-08-31	USA	NY	NY/Columbia	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2501	-73.6318
KX547517	2009-09-04	USA	NY	NY/Ulster	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	41.8882	-74.2587
KX547516	2007-08-22	USA	NY	NY/Tompkins	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.4516	-76.474
KX547515	2009-09-02	USA	NY	NY/Schenectady	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.8181	-74.0585
KX547514	2013-09-12	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Unknown	Unknown	Unknown	Unknown	43.4269	-76.1421
KX547513	2005-09-14	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547512	2005-08-22	USA	NY	NY/Chautauqua	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	42.2279	-79.3676
KX547511	2006-08-21	USA	NY	NY/Erie	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547510	2007-09-14	USA	NY	NY/Nassau	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	40.7503	-73.5907
KX547509	2002-08-13	USA	NY	NY/Westchester	Mosquito-Culex	NY99	Unknown	Unknown	Unknown	Unknown	41.1623	-73.757
KX547508	2005-09-05	USA	NY	NY/Lewis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.7854	-75.4498
KX547507	2011-08-11	USA	NY	NY/Onondaga	Mosquito-other	WN02	Unknown	Unknown	Unknown	Unknown	43.0059	-76.194
KX547506	2002-08-21	USA	NY	NY/Lewis	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	43.7854	-75.4498
KX547505	2002-09-26	USA	NY	NY/Warren	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	43.5613	-73.8525
KX547504	2008-09-19	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	41.1543	-74.0359
KX547503	2002-08-14	USA	NY	NY/Erie	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	42.7548	-78.7239
KX547502	2006-09-13	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	40.8745	-72.8702
KX547501	2004-09-10	USA	NY	NY/Queens	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	40.7206	-73.8194
